"","mean","sd","lci","lqrt","med","uqrt","uci","Rhat","n.eff","overlap0","f","node","j_species","habitat","j_sub_region","species","Region","obs_mean","nplots"
"327",0.18291780320143,0.746411879350567,0.000126947610943302,0.00494474352040596,0.0251806377888021,0.109730355232107,1.37073988038119,1.02643793687585,9462,0,1,"n_densityk[4,2,7]",4,"2",7,"BBSA","3.2",0,7
"328",6.87560179045794,8.10262156158041,0.682073233129257,2.33610140009621,4.42191131987195,8.32512600158606,28.0768117219735,1.00029684405371,15000,0,1,"n_densityk[5,2,7]",5,"2",7,"DUNL","3.2",4.76190476190476,7
"329",0.258880828420997,0.833787391113698,0.000367072131271149,0.0111665979519156,0.0498398250340423,0.190424673706968,1.87460268451875,1.00169285247703,15000,0,1,"n_densityk[6,2,7]",6,"2",7,"LESA","3.2",0,7
"330",0.697690636398155,1.3787628838468,0.00527166707730242,0.0750624357170026,0.249439801596214,0.729076894425089,4.19969032556767,1.00287539033349,5934,0,1,"n_densityk[7,2,7]",7,"2",7,"PESA","3.2",0,7
"331",0.0621216156473061,0.249045511009737,3.869956347563e-05,0.00153201468987266,0.00842899952045063,0.0389733052517268,0.467495586468235,1.07215090167898,3250,0,1,"n_densityk[8,2,7]",8,"2",7,"REKN","3.2",0,7
"332",117.731081514451,84.5531634926409,29.7867339121772,64.1440578147665,96.0804490638533,145.332388994707,331.067374167166,1.00165668994923,15000,0,1,"n_densityk[9,2,7]",9,"2",7,"REPH","3.2",55.952380952381,7
"333",0.254031963700183,0.918216651667632,0.000174430120335604,0.00649338282237963,0.0361317023795722,0.166130642511777,1.84462712732141,1.01362503575581,15000,0,1,"n_densityk[10,2,7]",10,"2",7,"RNPH","3.2",0,7
"334",0.285071515161818,1.38134175911618,8.37218091062922e-05,0.00462702400289081,0.0294072185239707,0.146630174297952,2.06320549147264,1.02461032122853,15000,0,1,"n_densityk[11,2,7]",11,"2",7,"RUTU","3.2",0,7
"335",0.267846571018598,0.787323878917852,0.00205473011666248,0.0269048320213457,0.0824711218274486,0.234445732781569,1.62235493581362,1.03630249020611,7530,0,1,"n_densityk[12,2,7]",12,"2",7,"SAND","3.2",0,7
"336",0.217900891672945,0.724422031689627,0.000232033001908071,0.00739670077766046,0.037392443594298,0.147552195029771,1.58269611502154,1.00277490103392,15000,0,1,"n_densityk[13,2,7]",13,"2",7,"SEPL","3.2",0,7
"337",0.420214742002622,0.769444744409932,0.00473693051763087,0.0587358424987233,0.172942844531906,0.467368339355614,2.34019376166558,1.01003136249479,15000,0,1,"n_densityk[14,2,7]",14,"2",7,"SESA","3.2",0,7
"338",0.201592954202782,0.590270045797325,0.000463370270475184,0.0111337649878034,0.0451897838254197,0.165864036716412,1.38914602678197,1.02520638713861,4619,0,1,"n_densityk[15,2,7]",15,"2",7,"STSA","3.2",0,7
"339",0.058386752970638,0.198139621946185,6.39795886773905e-05,0.00195065681934222,0.009438507378873,0.0396003511140048,0.429987327570422,1.0010441552769,15000,0,1,"n_densityk[16,2,7]",16,"2",7,"WISN","3.2",0,7
"340",113.827488559164,89.4266622435309,27.922872392709,59.4617122649607,90.3371803151126,139.833867160497,342.08146610187,1.00356039961697,1844,0,1,"n_densityk[17,2,7]",17,"2",7,"WRSA","3.2",27.3809523809524,7
"341",1.32516289384495,1.04958843614113,0.237737991996927,0.63870399337956,1.03596951280871,1.676024357593,4.05337646688659,1.00215153519263,1597,0,1,"n_densityk[1,3,7]",1,"3",7,"AMGP","3.2",2.17391304347826,23
